,Stop ID,Stop Name,Lat,Lon,Stop Code
1528,SPFLD:4,Springfield at Round Barn (NW Corner),40.11303,-88.278852,MTD3162
1529,SPFLDBRCH:1,Springfield & Birch (NE Corner),40.112375,-88.211758,MTD7732
1530,SPFLDBRCH:3,Springfield & Birch (SW Corner),40.112317,-88.211912,MTD7732
1531,SPFLDBSY:1,Springfield & Busey (NE Corner),40.112835,-88.217687,MTD6614
1532,SPFLDBSY:3,Springfield & Busey (SW Corner),40.112775,-88.217768,MTD6614
1533,SPFLDCFD:2,Springfield & Country Fair Dr. (SE),40.1127,-88.282768,MTD7311
1534,SPFLDCFD:3,Springfield & Country Fair Dr. (SW),40.112818,-88.283102,MTD7311
1535,SPFLDCFD:6,Springfield & Country Fair Dr. (SE Far),40.112811,-88.281928,MTD7311
1536,SPFLDDNCN:1,Springfield & Duncan (NE Corner),40.113078,-88.295275,MTD6353
1537,SPFLDDNCN:2,Springfield & Duncan (SE Corner),40.11257,-88.295338,MTD6353
1538,SPFLDDNCN:3,Springfield & Duncan (SW Corner),40.112984,-88.295776,MTD6353
1539,SPFLDDNCN:4,Springfield & Duncan (NW Corner),40.113346,-88.295493,MTD6353
1540,SPFLDDNCN:9,Springfield & Duncan (NW),40.113711,-88.295526,MTD6353
1541,SPFLDFLDSTN:4,Springfield & Fieldstone (NW Corner),40.113433,-88.311049,MTD5850
1542,SPFLDGRGST:1,Springfield & Gregory St. (NE Corner),40.112823,-88.22055,MTD5572
1543,SPFLDGRGST:3,Springfield & Gregory St. (SW Corner),40.112747,-88.220808,MTD5572
1544,SPFLDHVY:1,Springfield & Harvey (NE Corner),40.112813,-88.222197,MTD4013
1545,SPFLDHVY:3,Springfield & Harvey (SW Corner),40.11276,-88.222488,MTD4013
1546,SPFLDJAS:1,Springfield & James (NE Corner),40.112742,-88.264917,MTD4330
1547,SPFLDJAS:3,Springfield & James (SW Corner),40.112683,-88.265042,MTD4330
1548,SPFLDKNWD:1,Springfield & Kenwood (NE Corner),40.113117,-88.285867,MTD5164
1549,SPFLDKNWD:2,Springfield & Kenwood (SE Corner),40.112598,-88.286015,MTD5164
1550,SPFLDKNWD:3,Springfield & Kenwood (SW Corner),40.112852,-88.286292,MTD5164
1551,SPFLDKNWD:7,Springfield & Kenwood (SW Far Side),40.112485,-88.286138,MTD5164
1552,SPFLDLNCLN:7,Lincoln & Springfield (SW Far Side),40.112292,-88.21944,MTD4307
1553,SPFLDLYN:1,Springfield & Lynn (NE Corner),40.112658,-88.25158,MTD2660
1554,SPFLDLYN:3,Springfield & Lynn (SW Corner),40.112578,-88.25186,MTD2660
1555,SPFLDMATS:2,Springfield & Mattis (SE Corner),40.112553,-88.276675,MTD8302
1556,SPFLDMATS:3,Springfield & Mattis (SW Corner),40.112751,-88.277405,MTD8302
1557,SPFLDMATS:6,Springfield & Mattis (SE Far Side),40.112752,-88.2752,MTD8302
1558,SPFLDMATS:9,Springfield & Mattis (NE),40.112892,-88.274953,MTD8302
1559,SPFLDMCNLY:1,Springfield & McKinley (NE Corner),40.112705,-88.262465,MTD3446
1560,SPFLDMCNLY:3,Springfield & McKinley (SW Corner),40.112665,-88.26268,MTD3446
1561,SPFLDNEW:1,Springfield & New (NE Corner),40.112675,-88.254125,MTD4740
1562,SPFLDNEW:3,Springfield & New (SW Corner),40.112578,-88.254345,MTD4740
1563,SPFLDPINE:3,Springfield & Pine (SW Corner),40.112588,-88.255943,MTD4347
1564,SPFLDPRC:1,Springfield at Phillips Rec. Ctr (South),40.112269,-88.214079,MTD2341
1565,SPFLDPRC:2,Springfield at Phillips Rec. Ctr (North),40.11243,-88.214612,MTD2341
1566,SPFLDPRRE:1,Springfield & Prairie (NE Corner),40.11266,-88.24838,MTD4432
1567,SPFLDPRRE:3,Springfield & Prairie (SW Corner),40.11256,-88.248535,MTD4432
1568,SPFLDPSPCT:2,Springfield & Prospect (SE Corner),40.112431,-88.257805,MTD1746
1569,SPFLDPSPCT:4,Springfield & Prospect (NW Corner),40.112805,-88.25789,MTD1746
1570,SPFLDRSL:1,Springfield & Russell (NE Corner),40.11281,-88.26719,MTD5647
1571,SPFLDRSL:3,Springfield & Russell (SW Corner),40.112663,-88.267412,MTD5647
1572,SPFLDRYLCT:1,Springfield & Royal Ct. (NE Corner),40.112855,-88.270997,MTD6531
1573,SPFLDVNDRN:1,Springfield & VanDoren (NE Corner),40.112685,-88.256485,MTD6134
1574,SPFLDWLS:1,Springfield & Willis (NE Corner),40.112682,-88.260122,MTD3315
1575,SPFLDWLS:3,Springfield & Willis (SW Corner),40.112635,-88.26026,MTD3315
1576,SPFLDWLWN:3,Springfield & Westlawn (SW Corner),40.112712,-88.271458,MTD2421
1577,SPRINGPLAS:4,Springfield at  Plastipak (NW Corner),40.113306,-88.30227,MTD7196
1578,SSTNGLNA:2,Susan Stone & Galena (SE Corner),40.081181,-88.183494,MTD3043
1579,SSTNGLNA:4,Susan Stone & Galena (NW Corner),40.081347,-88.183392,MTD3043
1580,SSTNMOS:2,Susan Stone & Moss (SE Corner),40.082008,-88.182247,MTD4176
1581,SSTNMOS:4,Susan Stone & Moss (West Side),40.082102,-88.18223,MTD4176
1582,SSTNMYRA:1,Susan Stone & Myra Ridge (NE Corner),40.08012,-88.185147,MTD6554
1583,SSTNMYRA:2,Susan Stone & Myra Ridge (SE Corner),40.080003,-88.185217,MTD6554
1584,SSTNSMT:2,Susan Stone & Summit (East Side),40.083222,-88.181467,MTD6334
1585,SSTNSMT:4,Susan Stone & Summit (NW Corner),40.083368,-88.181557,MTD6334
1586,SSXOKMNT:1,Sussex & Oakmont (NE Corner),40.077412,-88.268242,MTD4854
1587,SSXOKMNT:3,Sussex & Oakmont (SW Corner),40.077259,-88.268341,MTD4854
1588,SSXSFLD:1,Sussex & Southfield (NE Corner),40.077999,-88.265907,MTD2410
1589,SSXSFLD:3,Sussex & Southfield (SW Corner),40.077934,-88.26619,MTD2410
1590,SSXWIND:1,Sussex & Windward (NE Corner),40.077087,-88.270714,MTD9105
1591,SSXWIND:3,Sussex & Windward (SW Corner),40.077175,-88.270889,MTD9105
1592,SSXWTRFD:3,Sussex & Waterford (SW Corner),40.077824,-88.267437,MTD1166
1593,STDMOAK:3,Stadium & Oak (SW Corner),40.102675,-88.24167,MTD4373
1594,STDMOAK:8,Stadium & Oak (NW Far Side),40.102742,-88.241791,MTD4373
1595,STEAVNDL:4,State & Avondale (NW Corner),40.10333,-88.246742,MTD6062
1596,STEBRCH:2,State & Birch (SE Corner),40.099793,-88.24662,MTD0523
1597,STEBRCH:4,State & Birch (NW Corner),40.099982,-88.246738,MTD0523
1598,STEBRD:4,State & Beardsley (NW Corner),40.126547,-88.246947,MTD0235
1599,STECLARK:4,State & Clark (NW Corner),40.115428,-88.246873,MTD3153
1600,STECLMBA:4,State & Columbia (NW Corner),40.121272,-88.246905,MTD2754
1601,STEHIL:4,State & Hill (NW Corner),40.119311,-88.246897,MTD4150
1602,STEHLY:4,State & Healey (NW Corner),40.111782,-88.246823,MTD6467
1603,STEHSL:1,State & Hessel (NE Corner),40.102332,-88.24651,MTD5034
1604,STEHSL:2,State & Hessel (SE Corner),40.102148,-88.24665,MTD5034
1605,STEJOHN:1,State & John (NE Corner),40.109025,-88.246607,MTD1661
1606,STEJOHN:3,State & John (SW Corner),40.108965,-88.246905,MTD1661
1607,STEJOHN:4,State & John (NW Corner),40.10907,-88.246834,MTD1661
1608,STEPK:4,State & Park (NW Corner),40.117393,-88.24687,MTD0074
1609,STESPFLD:1,State & Springfield (NE Corner),40.11269,-88.24661,MTD2746
1610,STESPFLD:3,State & Springfield (SW Corner),40.112535,-88.246973,MTD2746
1611,STESPFLD:4,State & Springfield (NW Corner),40.112768,-88.246868,MTD2746
1612,STESTNAG:4,State & Stanage (NW Corner),40.105002,-88.246758,MTD1714
1613,STETC:2,State & Trade Center Dr. (SE Corner),40.096903,-88.246595,MTD3710
1614,STETC:4,State & Trade Center Dr. (NW Corner),40.097025,-88.246695,MTD3710
1615,STETRMNT:4,State & Tremont (NW Corner),40.124687,-88.246933,MTD6320
1616,STEUNI:3,State & University (SW Corner),40.116233,-88.247017,MTD2450
1617,STEVIN:1,State & Vine (NE Corner),40.122145,-88.246665,MTD2315
1618,STEVIN:3,State & Vine (SW Corner),40.122108,-88.246927,MTD2315
1619,STEVIN:4,State & Vine (NW Corner),40.122227,-88.24693,MTD2315
1620,STEWASH:4,State & Washington (NW Corner),40.120314,-88.246914,MTD3501
1621,STEWHT:4,State & White (NW Corner),40.11448,-88.246878,MTD1404
1622,STEWLM:4,State & William (NW Corner),40.106927,-88.246792,MTD4525
1623,STLYAMHT:2,Staley & Amherst (SE Corner),40.100447,-88.314273,MTD2012
1624,STLYCPRRDG:4,Staley & Copper Ridge (NW Corner),40.085245,-88.314185,MTD8263
1625,STLYINV:1,Staley & Inverness (NE Corner),40.106568,-88.314274,MTD4588
1626,STLYKBY:2,Staley & Kirby (SE Corner),40.098528,-88.314245,MTD0427
1627,STLYTRNBRY:2,Staley & Turnberry (SE Corner),40.103445,-88.314347,MTD2422
1628,STMARYSIHTL:1,St. Mary's Road at iHotel (South Side),40.094405,-88.237127,MTD7563
1629,STNCRKBN:2,Stone Creek & Bohn (SE Corner),40.096042,-88.172575,MTD8583
1630,STNCRKBN:4,Stone Creek & Bohn (NW Corner),40.096217,-88.173128,MTD8583
1631,STNCRKSTLWTR:1,Stone Creek & Stillwater Landing (NE),40.090596,-88.168,MTD9337
1632,STNCRKSTLWTR:4,Stone Creek & Stillwater Landing (NW),40.090623,-88.168277,MTD9337
1633,STNCRKVNTRI:2,Stone Creek & Venturi (SE Corner),40.093168,-88.168375,MTD4558
1634,STNCRKVNTRI:4,Stone Creek & Venturi (NW Corner),40.093229,-88.168701,MTD4558
1635,STP:1,Colorado at Steer Place (South Side),40.094695,-88.193648,MTD4676
1636,SUNNYCREST:1,Sunnycrest (West Side),40.09675,-88.190787,MTD6464
1637,SUNNYCREST:2,Sunnycrest (East Side),40.096527,-88.190637,MTD6464
1638,SWALMART:1,Savoy Walmart (Dunlap Avenue),40.048065,-88.255951,MTD5430
1639,SWNDPNDR:2,Sherwin & Pond Ridge (SE Corner),40.07405,-88.203492,MTD4275
1640,SWNDPSMN:1,Sherwin & Persimmon (NE Corner),40.073558,-88.206952,MTD4741
1641,SWNDPSMN:3,Sherwin & Persimmon (South Side),40.073412,-88.207125,MTD4741
1642,SWNDSWNC:3,Sherwin & Sherwin Cir. (South Side),40.07347,-88.20611,MTD5445
1643,SWNDSWNC:4,Sherwin & Sherwin Cir. (NW Corner),40.073603,-88.206077,MTD5445
1644,SWNDSWNC2:4,Sherwin & Sherwin Cir 2 (NW Corner),40.074365,-88.203415,MTD7270
1645,SWNDYNKR:2,Sherwin & Yankee Ridge (SE Corner),40.07342,-88.203913,MTD1557
1646,SWTCHGRSTRLWY:4,Switchgrass & Trailway (NW Corner),40.126367,-88.309173,MTD0231
1647,SWTCHGRSWLDFLWR:2,Switchgrass & Wildflower (SE Corner),40.125119,-88.308856,MTD2147
1648,SWTCHGRSWLDFLWR:4,Switchgrass & Wildflower (NW Corner),40.125276,-88.308981,MTD2147
1649,TAT130:1,Tatman Ct. & Highcross (NE Corner),40.11055,-88.1623,MTD4371
1650,TCA:1,Town & Country Apts. (South Side),40.122048,-88.197667,MTD6603
1651,TCA:2,Town & Country Apts. (North Side),40.122103,-88.197763,MTD6603
1652,TCBMJR:2,Town Center at Meijer (North Side),40.142697,-88.259592,MTD2015
1653,TCBMJR:8,Town Center at Meijer (North Side),40.142697,-88.260352,MTD2015
1654,TCBMNRDS:1,Town Center & Menards (NE Corner),40.142568,-88.252547,MTD1567
1655,TCBMNRDS:3,Town Center & Menards (SW Corner),40.142496,-88.253062,MTD1567
1656,TCBMRLND:1,Town Center & Moreland (NE Corner),40.142078,-88.25037,MTD7425
1657,TCBMRLND:3,Town Center & Moreland (SW Corner),40.142006,-88.250844,MTD7425
1658,TCBNEIL:1,Town Center & Neil (NE Corner),40.141929,-88.248062,MTD3562
1659,TCBNEIL:2,Town Center & Neil (SE Corner),40.141602,-88.24797,MTD3562
1660,TCBNEIL:3,Town Center & Neil (SW Corner),40.141767,-88.248501,MTD3562
1661,TCBNEIL:4,Town Center & Neil (NW Corner),40.142121,-88.248507,MTD3562
1662,TCBTGT:1,Town Center at Target (NE Corner),40.142718,-88.255293,MTD0005
1663,TCBTGT:3,Town Center at Target (SW Corner),40.14255,-88.25565,MTD0005
1664,TLSNINTER:1,Toalson & Interstate (NE Corner),40.149162,-88.252136,MTD5123
1665,TLSNINTER:4,Toalson & Interstate (NW Corner),40.149375,-88.252431,MTD5123
1666,TMGTCHHL:2,Timbergate & Cherry Hills (SE Corner),40.074633,-88.290598,MTD1145
1667,TMGTCHHL:4,Timbergate & Cherry Hills (NW Corner),40.074753,-88.290636,MTD1145
1668,TMPSNPK:1,Thompson Park (North Side),40.127343,-88.265207,MTD2527
1669,TRLSBRN:3,Trails & Baronry (SW Corner),40.077878,-88.188531,MTD4651
1670,TRLSCHAT:3,Trails & Chatham (SW Corner),40.077453,-88.186767,MTD5223
1671,TRLSPHILO:1,Trails & Philo (NE Corner),40.077915,-88.190315,MTD6424
1672,TRLSPHILO:6,Trails & Philo (SE Far Side),40.07785,-88.190167,MTD6424
1673,UHS:1,Urbana High School,40.103948,-88.209677,MTD2361
1674,UHS:2,Urbana High School,40.103885,-88.209595,MTD2361
1675,UICU:8,U of I Credit Union (NW Far Side),40.087311,-88.238836,MTD5616
1676,UMS:7,Urbana Middle School,40.103167,-88.20508,MTD4310
1677,UMS:9,Urbana Middle School,40.103147,-88.205083,MTD4310
1678,UNI2ND:1,University & Second (NE Corner),40.116412,-88.236977,MTD4210
1679,UNI2ND:4,University & Second (NW Corner),40.11641,-88.236917,MTD4210
1680,UNI2ND:5,University & Second (NE Far Side),40.116549,-88.237023,MTD4210
1681,UNI2ND:6,University & Second (SE Far Side),40.11626,-88.236705,MTD4210
1682,UNI4TH:1,University & Fourth (NE Corner),40.11643,-88.233462,MTD3521
1683,UNI4TH:3,University & Fourth (SW Corner),40.11627,-88.233727,MTD3521
1684,UNI6TH:3,University & Sixth (SW Corner),40.116293,-88.230742,MTD5377
1685,UNI6TH:8,University & Sixth (NW Far Side),40.116451,-88.230554,MTD5377
1686,UNICENT:1,University & Central (NE Corner),40.116567,-88.21073,MTD4025
1687,UNICENT:3,University & Central (SW Corner),40.116445,-88.210973,MTD4025
1688,UNICTGRV:1,University & Cottage Grove (NE Corner),40.116275,-88.195768,MTD5343
1689,UNICTGRV:3,University & Cottage Grove (SW Corner),40.116172,-88.195988,MTD5343
1690,UNICTGRV:9,University & Cottage Grove (1101),40.115741,-88.194936,MTD5343
1691,UNIDRPR:3,University & Draper (SW Corner),40.11635,-88.270325,MTD6235
1692,UNIELM:3,University & Elm (SW Corner),40.116247,-88.250177,MTD0452
1693,UNIELM:4,University & Elm (NW Corner),40.116375,-88.250168,MTD0452
1694,UNIFAIR:3,University & Fair (SW Corner),40.116345,-88.272567,MTD3062
1695,UNIGWN:1,University & Goodwin (NE Corner),40.116468,-88.223846,MTD1327
1696,UNIGWN:2,University & Goodwin (SE Corner),40.116228,-88.223987,MTD1327
1697,UNIGWN:6,University & Goodwin (SE Far Side),40.1163,-88.2234,MTD1327
1698,UNIHKRY:1,University & Hickory (NE Corner),40.1164,-88.197257,MTD5303
1699,UNIHKRY:3,University & Hickory (South Side),40.11628,-88.197478,MTD5303
1700,UNIJAS:3,University & James (SW Corner),40.116283,-88.26512,MTD4340
1701,UNILNCLN:7,University & Lincoln (SW Far Side),40.11604,-88.219455,MTD580
1702,UNILRMN:1,University & Lierman (NE Corner),40.115785,-88.189345,MTD6626
1703,UNILRMN:5,University & Lierman (NE Far Side),40.115985,-88.189457,MTD6626
1704,UNILYN:3,University & Lynn (SW Corner),40.116252,-88.251908,MTD3653
1705,UNILYN:4,University & Lynn (NW Corner),40.116387,-88.251801,MTD3653
1706,UNIMCLGH:1,University & McCullough (NE Corner),40.116557,-88.212557,MTD4066
1707,UNIMCNLY:3,University & McKinley (SW Corner),40.116272,-88.26268,MTD2221
1708,UNIMPL:1,University & Maple (NE Corner),40.116387,-88.202272,MTD1266
1709,UNIMPL:3,University & Maple (SW Corner),40.116255,-88.202563,MTD1266
1710,UNINEIL:3,University & Neil (SW Corner),40.116243,-88.243677,MTD5450
1711,UNINEW:6,University & New (SE Far Side),40.116255,-88.254062,MTD4606
1712,UNIPRRE:3,University & Prairie (SW Corner),40.116252,-88.24854,MTD1350
1713,UNIPSPCT:3,University & Prospect (SW Corner),40.116202,-88.258498,MTD1221
1714,UNIPSPCT:6,University & Prospect (SE Far Side),40.11621,-88.257355,MTD1221
1715,UNIRACE:1,University & Race (NE Corner),40.11658,-88.208925,MTD2715
1716,UNIRACE:3,University & Race (SW Corner),40.116457,-88.209225,MTD2715
1717,UNIRNDLF:2,University & Randolph (SE Corner),40.116155,-88.24508,MTD6262
1718,UNIRNDLF:3,University & Randolph (SW Corner),40.116243,-88.245345,MTD6262
1719,UNIRSL:3,University & Russell (SW Corner),40.116312,-88.26742,MTD3242
1720,UNISCMR:1,University & Sycamore (NE Corner),40.116393,-88.200463,MTD3001
1721,UNISCMR:3,University & Sycamore (South Side),40.116278,-88.200677,MTD3001
1722,UNIVCTR:3,University & Victor (SW Corner),40.116362,-88.27498,MTD6213
1723,UNIVIN:1,University & Vine (NE Corner),40.116408,-88.204668,MTD3356
1724,UNIVIN:2,University & Vine (SE Corner),40.11612,-88.204837,MTD3356
1725,UNIVIN:4,University & Vine (NW Corner),40.116578,-88.205095,MTD3356
1726,UNIVIN:7,University & Vine (SW Far Side),40.115598,-88.205175,MTD3356
1727,UNIWLS:3,University & Willis (SW Corner),40.116258,-88.260215,MTD5112
1728,UNIWRT:2,University & Wright (SE Corner),40.116187,-88.228913,MTD6365
1729,UNIWRT:3,University & Wright (SW Corner),40.116305,-88.229197,MTD6365
1730,URBMEIJ:1,Urbana Meijer (South Side),40.087355,-88.187794,MTD5053
1731,URBMEIJ:2,Urbana Meijer (North Side),40.087435,-88.187894,MTD5053
1732,UWALMART:2,Urbana Walmart,40.110467,-88.159994,MTD0127
1733,VETMED:1,Vet-Med (Basic Science Building),40.09263,-88.220422,MTD5511
1734,VINBKWD:2,Vine & Burkwood Ct. (SE Corner),40.09639,-88.204848,MTD6100
1735,VINBKWD:4,Vine & Burkwood Ct. (West Side),40.096533,-88.204935,MTD6100
1736,VINCO:2,Vine & Colorado (SE Corner),40.094597,-88.204807,MTD4757
1737,VINCO:4,Vine & Colorado (West Side),40.094748,-88.204893,MTD4757
1738,VINELM:1,Vine & Elm (NE Corner),40.122166,-88.250063,MTD2270
1739,VINELM:3,Vine & Elm (SW Corner),40.122131,-88.25034,MTD2270
1740,VINEMI:4,Vine & Michigan (NW Corner),40.102072,-88.205013,MTD0982
1741,VINFRLN:1,Vine & Fairlawn (NE Corner),40.10378,-88.20474,MTD6167
1742,VINFRLN:6,Vine & Fairlawn (SE Far Side),40.103738,-88.204327,MTD6167
1743,VINGHF:2,Vine & George Huff (SE Corner),40.090985,-88.20476,MTD2325
1744,VINGHF:4,Vine & George Huff (NW Corner),40.091173,-88.204838,MTD2325
1745,VINGRN:1,Vine & Green (NE Corner),40.110863,-88.204788,MTD7423
1746,VINGRN:2,Vine & Green (SE Corner),40.11066,-88.204855,MTD7423
1747,VINGRN:4,Vine & Green (NW Corner),40.110888,-88.205072,MTD7423
1748,VINGRN:6,Vine & Green (SE Far Side),40.110747,-88.204477,MTD7423
1749,VINHLMS:2,Vine & Holmes (East Side),40.08874,-88.204715,MTD3464
1750,VINHLMS:4,Vine & Holmes (NW Corner),40.088827,-88.204837,MTD3464
1751,VINHRIS:1,Vine & Harris (NE Corner),40.122175,-88.252998,MTD5553
1752,VINHRIS:4,Vine & Harris (NW Corner),40.12223,-88.25316,MTD5553
1753,VINIL:2,Vine & Illinois (SE Corner),40.109148,-88.204817,MTD3100
1754,VINIL:4,Vine & Illinois (NW Corner),40.109402,-88.205028,MTD3100
1755,VINMCNLY:1,Vine & McKinley (NW Corner),40.122228,-88.262543,MTD3621
1756,VINMCNLY:6,Vine & McKinley (SE Far Side),40.122165,-88.262308,MTD3621
1757,VINMFRD:2,Vine & Mumford (SE Corner),40.092812,-88.204797,MTD4043
1758,VINMFRD:4,Vine & Mumford (NW Corner),40.093285,-88.204862,MTD4043
1759,VINMHRY:2,Vine & McHenry (SE Corner),40.087313,-88.203575,MTD2245
1760,VINMHRY:4,Vine & McHenry (NW Corner),40.087488,-88.203868,MTD2245
1761,VINOR:2,Vine & Oregon (SE Corner),40.107587,-88.204858,MTD5151
1762,VINOR:4,Vine & Oregon (NW Corner),40.10772,-88.204973,MTD5151
1763,VINSCVL:2,Vine & Scovill (SE Corner),40.085165,-88.201767,MTD6367
1764,VINSCVL:4,Vine & Scovill (NW Corner),40.085343,-88.201975,MTD6367
1765,VINWASH:2,Vine & Washington (SE Corner),40.105462,-88.204932,MTD1317
1766,VINWASH:3,Vine & Washington (SW Corner),40.105537,-88.205178,MTD1317
1767,VINWASH:4,Vine & Washington (NW Corner),40.105698,-88.205033,MTD1317
1768,VINWLS:1,Vine & Willis (NE Corner),40.122193,-88.26016,MTD4120
1769,VINWLS:3,Vine & Willis (SW Corner),40.122158,-88.260412,MTD4120
1770,VINWTR:2,Vine & Water (SE Corner),40.113398,-88.204862,MTD3105
1771,VINWTR:4,Vine & Water (NW Corner),40.113638,-88.205098,MTD3105
1772,VKINGN:1,Viking North (South Side),40.152499,-88.229758,MTD5115
1773,VKINGS:2,Viking South (North Side),40.149833,-88.229556,MTD7455
1774,VLRALPN:2,Valerie & Alpine (SE Corner),40.129422,-88.298461,MTD6450
1775,VLRALPN:3,Valerie & Alpine (SW Corner),40.129492,-88.298608,MTD6450
1776,VLRMGHN:1,Valerie & Meaghan (NE Corner),40.129899,-88.299598,MTD0001
1777,VLRMGHN:3,Valerie & Meaghan (SW Corner),40.129942,-88.299738,MTD0001
1778,VNCENPLTN:4,Vance & Napleton (NW Corner),40.139299,-88.190689,MTD1058
1779,VNCENPLTN:8,Vance & Napleton (NW Far Side),40.138951,-88.191203,MTD1058
1780,VTKNCH:2,Vermont & Kinch (SE Corner),40.100253,-88.18131,MTD0560
1781,VTKNCH:4,Vermont & Kinch (NW Corner),40.10042,-88.181415,MTD0560
1782,WALMART:2,Champaign Walmart (East Shelter),40.148355,-88.25558,MTD1374
1783,WASH2ND:2,Washington & Second (SE Corner),40.119932,-88.237068,MTD2040
1784,WASH2ND:7,Washington & Second (SW Far Side),40.119822,-88.237138,MTD2040
1785,WASH3RD:3,Washington & Third (SW Corner),40.119992,-88.235532,MTD3337
1786,WASH4TH:1,Washington & Fourth (NE Corner),40.120092,-88.233643,MTD2062
1787,WASH4TH:3,Washington & Fourth (SW Corner),40.119993,-88.233875,MTD2062
1788,WASHBDWY:3,Washington & Broadway (SW Corner),40.105513,-88.207408,MTD7577
1789,WASHCSQR:1,Washington & Country Squire (North Side),40.105728,-88.185558,MTD0415
1790,WASHKNCH:1,Washington & Kinch (North Side),40.105763,-88.181228,MTD2215
1791,WASHKNCH:2,Washington & Kinch (SE Corner),40.105547,-88.181408,MTD2215
1792,WASHKNCH:3,Washington & Kinch (SW Corner),40.105628,-88.181672,MTD2215
1793,WASHKNCH:6,Washington & Kinch (SE Far Side),40.105626,-88.180929,MTD2215
1794,WASHKNCH:8,Washington & Kinch (NW Far Side),40.105758,-88.181788,MTD2215
1795,WASHLNR:1,Washington & Lanore (North Side),40.105728,-88.186548,MTD3504
1796,WASHLNR:3,Washington & Lanore (SW Corner),40.105608,-88.186817,MTD3504
1797,WASHLRMN:1,Washington & Lierman (NE Corner),40.105738,-88.188513,MTD7344
1798,WASHLRMN:2,Washington & Lierman (SE Corner),40.105483,-88.188642,MTD7344
1799,WASHLRMN:6,Washington & Lierman (SE Far Side),40.105606,-88.188064,MTD7344
1800,WASHLRMN:7,Washington & Lierman (SW Far Side),40.105375,-88.188745,MTD7344
1801,WASHMCRTR:4,Washington & MacArthur (NW Corner),40.105937,-88.170127,MTD6273
1802,WASHPHLPS:1,Washington & Phillips (NE),40.120073,-88.234918,MTD3723
1803,WASHRAIN:1,Washington & Rainbow View (North Side),40.105742,-88.184597,MTD1154
1804,WASHRAIN:3,Washington & Rainbow View (SW Corner),40.105603,-88.184925,MTD1154
1805,WASHSCWD:1,Washington & Scottswood (NE Corner),40.105842,-88.173397,MTD1601
1806,WASHSCWD:3,Washington & Scottswood (SW Corner),40.10578,-88.17368,MTD1601
1807,WASHSCWD:4,Washington & Scottswood (NW Corner),40.105928,-88.173602,MTD1601
1808,WASHSCWD:5,Washington & Scottswood (NE Far Side),40.106052,-88.173513,MTD1601
1809,WASHSMITH:2,Washington & Smith (SE Corner),40.105613,-88.176687,MTD7213
1810,WASHSMITH:3,Washington & Smith (SW Corner),40.105677,-88.176992,MTD7213
1811,WASHTIM:1,Washington & Timothy Tr. (North Side),40.105788,-88.178015,MTD6570
1812,WASHTIM:3,Washington & Timothy Tr. (SW Corner),40.10566,-88.178305,MTD6570
1813,WDFLDABT:2,Woodfield & Arbor Town (SE Corner),40.071552,-88.249743,MTD5421
1814,WDFLDABT:7,Woodfield & Arbor Town (SW Far Side),40.071263,-88.249864,MTD5421
1815,WDFLDCTS:4,Woodfield & Curtis (NW Corner),40.069145,-88.250317,MTD0173
1816,WDFLDCTS:5,Woodfield & Curtis (NE Far Side),40.069558,-88.250216,MTD0173
1817,WDGWDTMGT:2,Wedgewood & Timbergate (SE Corner),40.076898,-88.289668,MTD2157
1818,WDGWDTMGT:3,Wedgewood & Timbergate (SW Corner),40.076997,-88.289792,MTD2157
1819,WDSR:1,Windsor Rd. (South Side),40.083677,-88.279082,MTD7332
1820,WDSR:2,Windsor Rd. (North Side),40.083812,-88.27911,MTD7332
1821,WDSRBA:1,Windsor & Bel-Aire (NE Corner),40.083633,-88.251548,MTD3401
1822,WDSRBA:3,Windsor & Bel-Aire (SW Corner),40.08349,-88.251801,MTD3401
1823,WDSRBKSR:1,Windsor & Brookshire (NE Corner),40.083753,-88.271352,MTD6402
1824,WDSRBLDR:3,Windsor & Boulder (SW Corner),40.083741,-88.188288,MTD6591
1825,WDSRCCS:1,Christie Clinic (South Side),40.083643,-88.277463,MTD0655
1826,WDSRCHHL:1,Windsor & Cherry Hills (NE Corner),40.083917,-88.289992,MTD2401
1827,WDSRCHHL:2,Windsor & Cherry Hills (SE Corner),40.083752,-88.289948,MTD2401
1828,WDSRCHHL:3,Windsor & Cherry Hills (SW Corner),40.083855,-88.2902,MTD2401
1829,WDSRCLSL:1,Windsor & Carlisle (NE Corner),40.083743,-88.268512,MTD0435
1830,WDSRCLSL:3,Windsor & Carlisle (South Side),40.08361,-88.268742,MTD0435
1831,WDSRCLV:1,Clark Lindsey Village (South Side),40.083643,-88.20696,MTD5722
1832,WDSRCLV:2,Clark Lindsey Village (North Side),40.083833,-88.206985,MTD5722
1833,WDSRDNCN:1,Windsor & Duncan (NE Corner),40.083973,-88.294988,MTD2526
1834,WDSRDNCN:2,Windsor & Duncan (SE Corner),40.083799,-88.295121,MTD2526
1835,WDSRDNCN:3,Windsor & Duncan (SW Corner),40.08389,-88.29538,MTD2526
1836,WDSRDNCN:4,Windsor & Duncan (NW Corner),40.084088,-88.295188,MTD2526
1837,WDSRDNCN:6,Windsor & Duncan (SE Far Side),40.083888,-88.294753,MTD2526
1838,WDSRFNY:1,Windsor & Phinney (NE Corner),40.083768,-88.274405,MTD6506
1839,WDSRFNY:3,Windsor & Phinney (South Side),40.083645,-88.27454,MTD6506
